Arxiv ID, Title, Authors, Type 
1605.05971, "Testing Feedback-Modified Dark Matter Haloes with Galaxy Rotation Curves", Katz et al., RES
1605.05973, "WarmAndFuzzy: the halo model beyond CDM", Marsch et al., NEW
1605.05769, "A Robust Measurement of the Mass Outflow Rate of the Galactic Outflow from NGC 6090", Chisholm et al., RES
